"","Date","Time","Record","Temperature","Pressure","Level","CellEnd","Velocity1","Velocity2","VelocityX","SigNoise","Flow"
"128",2013-06-12,"08:10:00 AM",9787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2013-06-12,"08:20:00 AM",9788,17.82,0,6.433,4.5,3.2,0.5,3.2,30.5,0.121
"130",2013-06-12,"08:30:00 AM",9789,17.82,0,6.433,4.5,3.2,0.1,3.2,30.3,0.121
"131",2013-06-12,"08:40:00 AM",9790,17.83,0,6.433,4.5,3.2,0.3,3.2,30.5,0.121
"132",2013-06-12,"08:50:00 AM",9791,17.84,0,6.433,4.5,3.2,0.5,3.2,30.5,0.121
"133",2013-06-12,"09:00:00 AM",9792,17.85,0,6.432,4.5,4.3,0.9,4.4,30.1,0.162
"134",2013-06-12,"09:10:00 AM",9793,17.86,0,6.432,4.5,4.5,0.6,4.5,30.3,0.169
"135",2013-06-12,"09:20:00 AM",9794,17.84,0,6.432,4.5,3.6,0.3,3.6,30.7,0.136
"136",2013-06-12,"09:30:00 AM",9795,17.86,0,6.431,4.5,2.9,NA,2.9,31,0.109
"137",2013-06-12,"09:40:00 AM",9796,17.86,0,6.431,4.5,2.5,0.2,2.5,30.3,0.094
"138",2013-06-12,"09:50:00 AM",9797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2013-06-12,"10:00:00 AM",9798,17.88,0,6.43,4.5,3.3,0.6,3.4,30.5,0.124
"140",2013-06-12,"10:10:00 AM",9799,17.89,0,6.431,4.5,3.2,0.1,3.2,31.6,0.12
"141",2013-06-12,"10:20:00 AM",9800,17.91,0,6.43,4.5,2.7,NA,2.7,32,0.101
"142",2013-06-12,"10:30:00 AM",9801,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2013-06-12,"10:40:00 AM",9802,17.92,0,6.429,4.5,2,0,2,32.2,0.075
"144",2013-06-12,"10:50:00 AM",9803,17.92,0,6.43,4.5,2.9,NA,2.9,31.8,0.109
"145",2013-06-12,"11:00:00 AM",9804,17.94,0,6.431,4.5,1.4,0,1.6,32,0.053
"146",2013-06-12,"11:10:00 AM",9805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2013-06-12,"11:20:00 AM",9806,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2013-06-12,"11:30:00 AM",9807,17.99,0,6.432,4.5,1.1,0,1.4,31.8,0.041
"149",2013-06-12,"11:40:00 AM",9808,18.01,0,6.433,4.5,0.2,0,1,32,0.007
"150",2013-06-12,"11:50:00 AM",9809,18.04,0,6.433,4.5,0,0,0,31.8,0
"151",2013-06-12,"12:00:00 PM",9810,18.05,0,6.433,4.5,0.1,0,0.9,32,0.004
"152",2013-06-12,"12:10:00 PM",9811,18.08,0,6.434,4.5,0,0,0,31.8,0
"153",2013-06-12,"12:20:00 PM",9812,18.09,0,6.434,4.5,0,0,0,32,0
"154",2013-06-12,"12:30:00 PM",9813,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2013-06-12,"12:40:00 PM",9814,18.13,0,6.435,4.5,NA,0,1.4,31.6,0
"156",2013-06-12,"12:50:00 PM",9815,18.16,0,6.435,4.5,0.2,0,1.3,32,0.007
"157",2013-06-12,"01:00:00 PM",9816,18.15,0,6.435,4.5,0,0,0,31.4,0
"158",2013-06-12,"01:10:00 PM",9817,18.18,0,6.436,4.5,1.3,0,1.4,31.2,0.049
"159",2013-06-12,"01:20:00 PM",9818,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2013-06-12,"01:30:00 PM",9819,18.23,0,6.437,4.5,2.5,0,2.5,31.2,0.095
"161",2013-06-12,"01:40:00 PM",9820,18.22,0,6.438,4.5,2.5,0,2.5,30.7,0.095
"162",2013-06-12,"01:50:00 PM",9821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2013-06-12,"02:00:00 PM",9822,18.27,0,6.444,4.5,0,0,0,31,0
"164",2013-06-12,"02:10:00 PM",9823,18.27,0,6.446,4.5,0,0,0,30.7,0
"165",2013-06-12,"02:20:00 PM",9824,18.3,0,6.446,4.5,0,0,0,30.7,0
"166",2013-06-12,"02:30:00 PM",9825,18.33,0,6.447,4.5,0,0,0,31,0
"167",2013-06-12,"02:40:00 PM",9826,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2013-06-12,"02:50:00 PM",9827,18.33,0,6.449,4.5,0,0,0,31,0
"169",2013-06-12,"03:00:00 PM",9828,18.36,0,6.452,4.5,0,0,0,31.2,0
"170",2013-06-12,"03:10:00 PM",9829,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2013-06-12,"03:20:00 PM",9830,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2013-06-12,"03:30:00 PM",9831,18.39,0,6.456,4.5,1.1,0,1.1,31.2,0.044
"173",2013-06-12,"03:40:00 PM",9832,18.41,0,6.457,4.5,0.2,0,0.5,31,0.008
"174",2013-06-12,"03:50:00 PM",9833,18.42,0,6.457,4.5,2.2,0,2.3,31.4,0.087
"175",2013-06-12,"04:00:00 PM",9834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2013-06-12,"04:10:00 PM",9835,18.42,0,6.458,4.5,NA,0,1.3,31.6,0
"177",2013-06-12,"04:20:00 PM",9836,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2013-06-12,"04:30:00 PM",9837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2013-06-12,"04:40:00 PM",9838,18.44,0,6.459,4.5,0,0,0,31.4,0
"180",2013-06-12,"04:50:00 PM",9839,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2013-06-12,"05:00:00 PM",9840,18.45,0,6.46,4.5,0,0,0,31.2,0
"182",2013-06-12,"05:10:00 PM",9841,18.44,0,6.46,4.5,0,0,0,31.6,0
"183",2013-06-12,"05:20:00 PM",9842,18.44,0,6.462,4.5,0,0,0,31.2,0
"184",2013-06-12,"05:30:00 PM",9843,18.43,0,6.462,4.5,0,0,0,31.6,0
"185",2013-06-12,"05:40:00 PM",9844,18.46,0,6.463,4.5,0,0,0,30.3,0
"186",2013-06-12,"05:50:00 PM",9845,18.46,0,6.463,4.5,0,0,0,30.7,0
"187",2013-06-12,"06:00:00 PM",9846,18.48,0,6.465,4.5,0,0,0,30.5,0
"188",2013-06-12,"06:10:00 PM",9847,18.51,0,6.466,4.5,NA,0,1.4,30.7,0
"189",2013-06-12,"06:20:00 PM",9848,18.47,0,6.466,4.5,0,0,0,30.7,0
"190",2013-06-12,"06:30:00 PM",9849,18.49,0,6.466,4.5,0,0,0,30.5,0
"191",2013-06-12,"06:40:00 PM",9850,18.49,0,6.467,4.5,0,0,0,30.5,0
"192",2013-06-12,"06:50:00 PM",9851,18.49,0,6.467,4.5,0,0,0,30.3,0
"193",2013-06-12,"07:00:00 PM",9852,18.53,0,6.466,4.5,0,0,0,30.3,0
"194",2013-06-12,"07:10:00 PM",9853,18.5,0,6.464,4.5,0,0,0,30.3,0
"195",2013-06-12,"07:20:00 PM",9854,18.5,0,6.464,4.5,0,0,0,31.4,0
"196",2013-06-12,"07:30:00 PM",9855,18.53,0,6.463,4.5,0,0,0,31.8,0
"197",2013-06-12,"07:40:00 PM",9856,18.53,0,6.463,4.5,0,0,0,31.6,0
"198",2013-06-12,"07:50:00 PM",9857,18.53,0,6.463,4.5,0,0,0,31.4,0
"199",2013-06-12,"08:00:00 PM",9858,18.52,0,6.462,4.5,0,0,0,31.2,0
"200",2013-06-12,"08:10:00 PM",9859,18.53,0,6.462,4.5,0,0,0,31,0
"201",2013-06-12,"08:20:00 PM",9860,18.54,0,6.461,4.5,0.2,0,1.3,30.5,0.008
"202",2013-06-12,"08:30:00 PM",9861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2013-06-12,"08:40:00 PM",9862,18.55,0,6.461,4.5,0.1,0,1.1,30.3,0.004
"204",2013-06-12,"08:50:00 PM",9863,18.56,0,6.46,4.5,0.2,0,1.1,30.3,0.008
"205",2013-06-12,"09:00:00 PM",9864,18.57,0,6.46,4.5,NA,0,1,30.7,0
"206",2013-06-12,"09:10:00 PM",9865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2013-06-12,"09:20:00 PM",9866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2013-06-12,"09:30:00 PM",9867,18.57,0,6.46,4.5,0.8,0,1.1,31.4,0.032
"209",2013-06-12,"09:40:00 PM",9868,18.59,0,6.459,4.5,1.8,0,1.9,31.6,0.072
"210",2013-06-12,"09:50:00 PM",9869,18.58,0,6.459,4.5,1.3,0,1.4,31.6,0.052
"211",2013-06-12,"10:00:00 PM",9870,18.57,0,6.459,4.5,1.1,0,1.3,31.4,0.044
"212",2013-06-12,"10:10:00 PM",9871,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2013-06-12,"10:20:00 PM",9872,18.58,0,6.459,4.5,1.4,0,1.6,31,0.056
"214",2013-06-12,"10:30:00 PM",9873,18.59,0,6.458,4.5,1.2,0,1.3,31,0.048
"215",2013-06-12,"10:40:00 PM",9874,18.57,0,6.458,4.5,0.2,0,0.7,31,0.008
"216",2013-06-12,"10:50:00 PM",9875,18.58,0,6.459,4.5,0.5,0,0.9,31.2,0.02
"217",2013-06-12,"11:00:00 PM",9876,18.59,0,6.458,4.5,0,0,0,31,0
"218",2013-06-12,"11:10:00 PM",9877,18.59,0,6.458,4.5,0,0,0,30.7,0
"219",2013-06-12,"11:20:00 PM",9878,18.58,0,6.458,4.5,0,0,0,30.5,0
"220",2013-06-12,"11:30:00 PM",9879,18.59,0,6.457,4.5,0,0,0,30.1,0
"221",2013-06-12,"11:40:00 PM",9880,18.58,0,6.457,4.5,0,0,0,30.3,0
"222",2013-06-12,"11:50:00 PM",9881,18.59,0,6.457,4.5,0,0,0,30.1,0
"223",2013-06-13,"12:00:00 AM",9882,18.58,0,6.457,4.5,0,0,0,30.3,0
"224",2013-06-13,"12:10:00 AM",9883,18.6,0,6.457,4.5,0,0,0,29.9,0
"225",2013-06-13,"12:20:00 AM",9884,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2013-06-13,"12:30:00 AM",9885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2013-06-13,"12:40:00 AM",9886,18.6,0,6.457,4.5,0,0,0,30.3,0
"228",2013-06-13,"12:50:00 AM",9887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2013-06-13,"01:00:00 AM",9888,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2013-06-13,"01:10:00 AM",9889,18.58,0,6.457,4.5,0,0,0,29.7,0
"231",2013-06-13,"01:20:00 AM",9890,18.57,0,6.457,4.5,0,0,0,29.7,0
"232",2013-06-13,"01:30:00 AM",9891,18.56,0,6.457,4.5,0,0,0,29.5,0
"233",2013-06-13,"01:40:00 AM",9892,18.56,0,6.456,4.5,0,0,0,30.1,0
"234",2013-06-13,"01:50:00 AM",9893,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2013-06-13,"02:00:00 AM",9894,18.56,0,6.456,4.5,0,0,0,29.5,0
"236",2013-06-13,"02:10:00 AM",9895,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2013-06-13,"02:20:00 AM",9896,18.58,0,6.457,4.5,0,0,0,29.5,0
"238",2013-06-13,"02:30:00 AM",9897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2013-06-13,"02:40:00 AM",9898,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2013-06-13,"02:50:00 AM",9899,18.53,0,6.457,4.5,0,0,0,29.7,0
"241",2013-06-13,"03:00:00 AM",9900,18.52,0,6.457,4.5,0,0,0,29.5,0
"242",2013-06-13,"03:10:00 AM",9901,18.5,0,6.456,4.5,0,0,0,29.5,0
"243",2013-06-13,"03:20:00 AM",9902,18.5,0,6.457,4.5,0,0,0,29.5,0
"244",2013-06-13,"03:30:00 AM",9903,18.5,0,6.456,4.5,0,0,0,29.5,0
"245",2013-06-13,"03:40:00 AM",9904,18.48,0,6.455,4.5,0,0,0,29.5,0
"246",2013-06-13,"03:50:00 AM",9905,18.51,0,6.456,4.5,0,0,0,30.3,0
"247",2013-06-13,"04:00:00 AM",9906,18.48,0,6.456,4.5,0,0,0,29.5,0
"248",2013-06-13,"04:10:00 AM",9907,18.47,0,6.456,4.5,0,0,0,29.2,0
"249",2013-06-13,"04:20:00 AM",9908,18.46,0,6.456,4.5,0,0,0,29.5,0
"250",2013-06-13,"04:30:00 AM",9909,18.46,0,6.456,4.5,0,0,0,29.2,0
"251",2013-06-13,"04:40:00 AM",9910,18.46,0,6.456,4.5,0,0,0,29.5,0
"252",2013-06-13,"04:50:00 AM",9911,18.43,0,6.456,4.5,0,0,0,28.8,0
"253",2013-06-13,"05:00:00 AM",9912,18.41,0,6.456,4.5,0,0,0,29.2,0
"254",2013-06-13,"05:10:00 AM",9913,18.42,0,6.456,4.5,0,0,0,29,0
"255",2013-06-13,"05:20:00 AM",9914,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2013-06-13,"05:30:00 AM",9915,18.38,0,6.456,4.5,0,0,0,28.4,0
"257",2013-06-13,"05:40:00 AM",9916,18.38,0,6.456,4.5,0,0,0,28.8,0
"258",2013-06-13,"05:50:00 AM",9917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2013-06-13,"06:00:00 AM",9918,18.47,0,6.455,4.5,0,0,0,29,0
"260",2013-06-13,"06:10:00 AM",9919,18.35,0,6.455,4.5,0,0,0,30.3,0
"261",2013-06-13,"06:20:00 AM",9920,18.34,0,6.452,4.5,0,0,0,31,0
"262",2013-06-13,"06:30:00 AM",9921,18.34,0,6.454,4.5,0,0,0,31,0
"263",2013-06-13,"06:40:00 AM",9922,18.32,0,6.453,4.5,0,0,0,29.9,0
"264",2013-06-13,"06:50:00 AM",9923,18.29,0,6.452,4.5,0,0,0,30.1,0
"265",2013-06-13,"07:00:00 AM",9924,18.32,0,6.451,4.5,0,0,0,30.3,0
"266",2013-06-13,"07:10:00 AM",9925,18.3,0,6.45,4.5,0,0,0,30.3,0
"267",2013-06-13,"07:20:00 AM",9926,18.3,0,6.449,4.5,0,0,0,30.7,0
"268",2013-06-13,"07:30:00 AM",9927,18.29,0,6.45,4.5,0,0,0,30.3,0
"269",2013-06-13,"07:40:00 AM",9928,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2013-06-13,"07:50:00 AM",9929,18.27,0,6.449,4.5,0,0,0,31,0
